content_cost_ratio,competitor_moves,price_increase_pct,bundle_member,tenure_months,engagement_hours,support_tickets,region,plan_type,churn
0.665,2,3.11,0,1,20.4,1,APAC,Premium,1
0.437,5,1.57,0,30,27.2,1,APAC,AdTier,1
0.607,2,3.07,0,2,38.6,0,NA,Standard,0
0.524,3,4.89,1,6,14.5,1,LATAM,Premium,1
0.568,1,3.74,0,12,27.4,1,NA,AdTier,1
0.421,1,3.04,0,46,66.2,0,NA,Basic,0
0.608,4,3.03,0,5,28.1,0,APAC,AdTier,0
0.567,2,0.0,0,6,60.6,0,APAC,Standard,0
0.518,0,1.19,0,37,57.7,0,NA,AdTier,1
0.559,4,5.24,0,58,41.6,0,NA,Basic,0
0.474,2,1.99,0,42,16.6,1,NA,Basic,0
0.485,4,5.28,0,7,46.3,0,EU,Basic,0
0.492,1,4.65,1,4,2.8,0,EU,Basic,1
0.409,2,4.76,1,4,34.4,0,EU,Basic,0
0.572,3,3.67,0,21,49.9,0,NA,Standard,0
0.591,3,2.13,0,13,62.4,1,NA,Basic,1
0.478,0,2.7,1,26,42.0,3,APAC,Basic,0
0.541,3,4.28,1,5,32.8,0,NA,Standard,0
0.504,1,0.0,0,38,31.2,0,NA,Premium,0
0.54,2,5.49,0,59,35.6,0,NA,Basic,0
0.482,2,2.0,0,23,57.5,1,EU,Standard,0
0.467,2,2.83,0,15,52.0,0,APAC,Standard,0
0.583,2,2.84,0,29,44.6,1,NA,Standard,0
0.516,1,2.92,0,2,57.6,0,NA,Basic,1
0.641,3,0.37,1,4,45.0,0,APAC,Premium,0
0.523,1,3.3,0,3,18.3,0,APAC,Premium,0
0.464,0,4.19,0,1,22.8,1,EU,Standard,1
0.594,1,0.0,0,75,57.0,1,NA,Standard,0
0.558,0,0.4,0,9,17.5,0,EU,Basic,0
0.564,3,4.79,0,24,37.4,0,LATAM,Premium,1
0.591,1,4.42,1,53,42.7,1,EU,Premium,0
0.481,2,3.6,0,18,24.3,0,APAC,Standard,1
0.512,2,1.64,0,10,11.6,0,EU,Premium,0
0.51,1,4.43,0,13,21.5,0,NA,AdTier,1
0.443,2,0.59,1,22,8.8,1,NA,Standard,0
0.504,0,2.73,1,16,57.2,0,APAC,Standard,0
0.6,2,0.39,0,3,52.9,0,EU,Standard,0
0.534,2,2.68,1,38,29.8,0,NA,Basic,0
0.439,2,0.94,0,19,17.7,1,EU,AdTier,0
0.427,2,4.51,0,17,68.3,1,LATAM,Standard,0
0.62,5,3.87,0,9,53.8,0,EU,Standard,1
0.515,3,1.86,1,16,32.6,1,NA,AdTier,0
0.481,1,5.18,1,5,68.7,0,EU,Standard,0
0.504,0,1.09,1,16,47.8,3,EU,Basic,0
0.431,2,2.93,1,55,51.4,0,EU,Premium,0
0.605,0,1.77,0,4,24.2,0,LATAM,AdTier,0
0.496,1,4.48,1,3,14.7,0,EU,Premium,1
0.602,1,4.29,0,24,13.6,0,NA,Standard,0
0.523,3,5.6,1,4,86.7,1,LATAM,Premium,0
0.606,3,3.17,0,37,28.4,1,EU,Standard,0
0.535,2,0.0,0,8,46.3,0,NA,Standard,0
0.571,2,2.14,0,8,54.2,0,NA,Standard,1
0.563,2,6.13,0,39,44.6,0,EU,Basic,1
0.557,3,2.35,0,3,41.9,0,NA,Standard,0
0.541,4,0.0,1,9,41.5,0,APAC,Standard,0
0.506,1,3.9,1,16,54.6,1,NA,Basic,1
0.635,2,4.05,0,40,24.2,0,NA,Standard,0
0.466,2,1.55,0,23,36.2,0,NA,Premium,0
0.52,1,2.51,0,2,0.0,0,APAC,AdTier,1
0.521,3,1.31,0,1,7.7,2,NA,Basic,0
0.544,0,4.05,0,10,19.0,0,EU,AdTier,1
0.494,3,3.11,1,24,62.1,0,APAC,Standard,0
0.539,4,0.67,1,24,39.5,1,NA,Basic,0
0.51,2,2.98,0,1,58.9,1,LATAM,Premium,0
0.425,3,1.53,1,16,52.7,1,APAC,Basic,0
0.521,3,5.92,0,28,50.2,0,NA,Premium,1
0.454,1,4.79,1,3,26.1,0,LATAM,Premium,0
0.416,1,2.76,1,18,46.5,1,APAC,Premium,0
0.528,1,3.16,0,1,50.1,0,NA,Premium,0
0.549,4,5.03,0,6,89.0,0,APAC,Premium,0
0.552,0,2.65,1,6,38.1,1,EU,Standard,0
0.554,1,4.52,1,27,59.6,0,APAC,Standard,0
0.404,3,5.95,1,12,42.5,1,EU,Standard,0
0.438,6,2.02,0,24,31.0,3,APAC,Premium,0
0.638,0,6.29,0,7,62.4,1,APAC,Standard,0
0.457,2,5.71,0,56,82.8,0,APAC,Standard,0
0.557,2,3.5,0,21,50.2,0,NA,Standard,0
0.479,3,2.11,0,7,31.3,0,EU,Standard,0
0.525,1,3.47,0,28,54.3,0,APAC,Premium,0
0.482,3,2.51,1,4,50.6,1,LATAM,Basic,0
0.554,3,1.41,0,5,89.3,0,APAC,Standard,0
0.528,2,4.06,1,1,59.8,1,NA,AdTier,0
0.493,1,0.95,0,11,26.3,2,APAC,Standard,0
0.457,1,2.32,0,57,70.5,0,NA,Basic,0
0.536,2,2.35,0,7,60.5,0,APAC,Premium,0
0.447,2,0.27,1,14,63.7,1,EU,Standard,1
0.546,1,4.32,0,26,53.9,0,APAC,Premium,0
0.678,2,2.54,0,12,65.2,1,EU,Standard,0
0.601,1,5.6,1,11,53.8,1,EU,AdTier,0
0.563,3,2.51,0,8,39.9,1,APAC,Premium,1
0.515,6,2.19,0,10,47.7,0,NA,Premium,0
0.404,2,1.19,1,1,42.7,1,EU,Premium,0
0.441,0,3.08,0,18,51.8,0,APAC,Basic,0
0.597,2,3.09,1,15,46.6,0,NA,Basic,0
0.473,1,4.48,1,30,38.7,0,NA,Basic,0
0.478,2,3.13,1,4,41.4,0,APAC,Premium,0
0.51,3,7.19,0,1,44.9,0,APAC,Premium,1
0.456,4,3.91,0,4,9.4,0,NA,Standard,1
0.446,2,1.03,1,14,65.5,1,EU,AdTier,0
0.517,0,0.86,0,3,52.0,1,NA,Standard,0
0.467,2,4.07,0,6,32.8,0,LATAM,Standard,1
0.476,3,0.96,1,15,56.8,0,EU,Premium,0
0.473,1,4.19,1,4,34.8,1,NA,Premium,0
0.551,4,4.79,0,4,34.8,0,APAC,Basic,1
0.506,3,4.84,1,2,52.5,0,APAC,Premium,0
0.509,3,1.26,0,7,73.6,0,APAC,Basic,1
0.556,0,4.84,1,7,50.6,0,EU,Basic,0
0.511,3,3.65,0,25,29.5,0,EU,Premium,0
0.503,3,1.78,0,21,38.0,1,NA,Standard,0
0.548,2,2.68,0,4,62.0,1,EU,Standard,0
0.56,0,3.94,0,14,53.1,0,EU,Basic,0
0.511,3,1.65,0,6,64.2,1,EU,Basic,1
0.525,0,3.6,1,5,52.9,1,LATAM,Standard,0
0.473,0,5.89,0,16,60.4,0,APAC,AdTier,0
0.468,2,4.93,1,3,85.3,1,APAC,Premium,0
0.566,2,3.16,0,10,18.0,0,APAC,Standard,0
0.547,2,3.47,0,47,93.1,0,EU,AdTier,0
0.547,1,1.92,0,13,63.7,0,EU,AdTier,0
0.537,2,1.98,1,16,97.5,0,EU,Standard,0
0.523,3,0.0,0,10,25.3,1,NA,Standard,1
0.562,0,3.5,0,14,52.6,0,EU,Basic,0
0.576,1,4.36,0,24,48.2,1,NA,Standard,0
0.575,4,2.86,1,31,62.7,2,NA,Standard,0
0.514,4,1.25,1,1,54.4,0,LATAM,Premium,0
0.603,2,3.13,1,3,52.2,1,EU,Standard,0
0.534,3,5.68,1,5,60.6,0,NA,Premium,0
0.558,1,4.8,1,1,42.9,1,EU,Standard,0
0.537,2,2.94,1,23,34.7,0,EU,Standard,0
0.535,2,7.09,1,11,54.1,0,LATAM,Premium,0
0.476,1,8.4,0,17,34.6,0,NA,AdTier,0
0.562,0,2.04,0,14,42.5,0,APAC,Standard,0
0.691,1,2.51,1,79,16.2,1,NA,Premium,0
0.498,2,4.39,1,21,46.1,0,NA,Premium,0
0.524,4,1.17,1,12,26.4,0,NA,Premium,0
0.493,2,4.7,0,51,44.3,0,NA,Premium,0
0.491,1,3.2,1,11,23.3,0,APAC,Basic,0
0.613,2,3.74,0,28,44.6,0,NA,Standard,0
0.48,1,1.85,0,6,63.0,1,EU,Premium,0
0.492,2,1.42,0,40,33.1,0,EU,Premium,0
0.425,0,0.0,0,10,26.3,1,NA,Premium,0
0.475,4,5.97,0,6,60.6,0,EU,Basic,0
0.417,2,4.88,1,29,63.3,0,APAC,Basic,0
0.558,1,4.35,1,1,53.5,0,EU,Premium,0
0.688,1,3.7,0,13,35.7,0,NA,Premium,0
0.498,1,0.0,0,37,32.4,0,NA,Standard,0
0.42,2,1.5,1,25,38.4,0,EU,Basic,1
0.574,3,2.49,1,8,43.8,0,NA,Premium,0
0.476,6,0.84,1,22,10.5,0,NA,Premium,0
0.598,2,0.0,0,46,25.3,1,NA,Standard,0
0.503,0,1.05,0,11,70.0,0,NA,Basic,1
0.482,5,3.1,1,8,49.1,2,LATAM,Standard,0
0.509,1,3.1,0,2,69.5,0,NA,Basic,0
0.565,2,4.82,1,3,65.3,2,NA,Premium,0
0.506,2,7.13,0,42,38.8,0,EU,Basic,0
0.49,3,4.37,1,22,39.1,1,EU,Basic,0
0.508,2,2.65,0,9,64.3,0,EU,Premium,0
0.444,5,6.6,0,28,60.2,0,EU,AdTier,0
0.544,2,0.0,0,8,64.7,0,NA,Premium,0
0.413,0,0.0,0,1,44.7,0,APAC,Standard,0
0.493,1,1.23,0,42,47.9,1,NA,Standard,0
0.566,3,4.62,0,12,39.9,0,LATAM,Basic,0
0.538,0,3.34,0,12,43.9,1,EU,Standard,1
0.555,3,0.74,0,24,31.3,0,EU,Basic,0
0.516,2,1.55,0,11,43.5,0,NA,Premium,0
0.59,1,0.52,0,1,41.8,0,EU,Premium,0
0.575,1,0.52,1,3,35.8,0,EU,Standard,0
0.547,3,6.1,0,10,60.8,1,EU,Standard,1
0.576,1,2.71,1,45,16.8,0,LATAM,Premium,0
0.565,2,6.54,0,16,51.7,0,EU,Premium,0
0.494,2,1.22,0,7,26.6,0,NA,Standard,0
0.439,2,3.98,1,2,28.0,0,EU,AdTier,0
0.545,1,3.45,1,19,29.8,1,NA,Standard,0
0.553,1,4.76,1,13,54.4,0,EU,Standard,0
0.585,3,3.51,0,30,0.0,0,LATAM,Basic,0
0.464,1,4.97,0,9,48.4,0,NA,Standard,0
0.466,3,4.11,0,31,45.9,0,NA,Standard,0
0.548,2,0.82,0,12,25.6,0,NA,Premium,0
0.516,2,4.47,1,1,48.6,0,EU,Basic,1
0.407,3,2.79,0,20,20.7,1,APAC,Standard,0
0.543,4,1.45,0,21,44.1,0,EU,Standard,0
0.409,2,4.39,0,23,20.0,2,EU,Premium,0
0.463,1,4.84,0,32,86.0,0,APAC,Premium,0
0.601,1,2.03,0,11,62.2,0,APAC,Basic,0
0.629,2,2.3,0,26,49.9,1,NA,Basic,1
0.447,4,0.23,1,15,25.9,1,EU,Premium,0
0.5,1,0.0,0,25,39.5,0,EU,Premium,0
0.523,2,2.52,0,4,40.3,0,NA,Basic,0
0.627,1,4.58,0,34,49.8,1,EU,Standard,0
0.49,1,1.85,0,2,53.0,0,EU,Standard,0
0.491,2,5.86,0,8,49.5,0,NA,Standard,0
0.613,2,2.59,1,1,51.8,0,NA,Basic,0
0.498,0,2.6,0,14,41.6,0,APAC,Standard,0
0.563,2,2.42,0,17,51.8,0,NA,Basic,1
0.431,2,4.96,1,4,32.2,0,EU,Premium,0
0.51,1,1.08,0,6,23.7,2,NA,Standard,0
0.42,3,2.74,0,24,82.0,1,APAC,Premium,0
0.457,3,1.91,1,4,53.3,1,EU,Premium,0
0.57,3,1.88,0,50,81.1,0,NA,AdTier,0
0.517,2,3.07,0,27,39.5,0,APAC,AdTier,1
0.501,1,2.77,1,7,93.2,0,NA,Premium,0
0.475,2,5.1,1,6,46.6,1,LATAM,Premium,0
0.507,3,2.98,0,10,67.9,2,LATAM,Standard,1
0.538,1,4.11,1,10,45.7,0,EU,AdTier,0
0.579,1,3.35,0,3,48.3,1,APAC,Premium,0
0.4,2,5.81,1,1,42.7,0,APAC,Standard,0
0.47,1,2.4,0,41,35.1,0,EU,Standard,0
0.53,0,2.4,0,5,64.6,0,NA,Premium,0
0.514,2,4.49,1,21,44.8,0,NA,Standard,0
0.544,0,2.37,0,12,61.6,0,NA,Premium,0
0.536,2,4.0,1,23,63.1,0,EU,AdTier,0
0.502,1,7.68,0,25,73.3,2,NA,Basic,1
0.488,4,1.04,1,19,53.4,0,EU,Standard,0
0.505,1,6.06,0,40,14.8,1,NA,AdTier,1
0.589,0,2.02,0,1,38.6,0,APAC,Standard,0
0.476,2,5.68,0,18,44.5,0,NA,Basic,0
0.516,4,4.37,0,4,45.2,0,EU,Premium,1
0.531,0,4.2,0,19,71.4,0,NA,Standard,0
0.614,2,2.7,1,7,67.7,1,EU,Standard,0
0.502,2,2.5,1,15,42.1,0,NA,AdTier,0
0.578,3,1.56,0,25,93.6,1,EU,AdTier,0
0.594,1,3.01,0,8,38.0,0,NA,Premium,0
0.516,2,2.63,0,1,39.6,0,EU,Basic,0
0.507,3,3.38,1,6,23.2,1,EU,Standard,1
0.5,1,0.18,1,29,13.8,0,APAC,Standard,1
0.505,2,3.05,0,6,21.4,2,NA,Premium,0
0.571,1,5.53,0,56,65.3,1,NA,Premium,0
0.534,0,4.89,0,37,59.8,0,LATAM,Premium,0
0.534,2,3.05,0,14,27.3,1,EU,Premium,1
0.452,2,8.12,0,35,47.0,0,APAC,Standard,0
0.462,1,1.85,0,4,61.1,0,NA,Standard,0
0.649,3,2.83,1,44,4.3,0,EU,AdTier,0
0.509,2,0.1,0,8,80.4,0,EU,AdTier,0
0.474,0,2.19,0,34,66.1,1,APAC,Premium,0
0.606,2,6.58,0,19,61.2,3,EU,AdTier,0
0.537,6,2.27,0,1,69.0,0,EU,Premium,0
0.555,2,0.0,1,32,4.2,2,NA,Premium,1
0.512,2,4.74,1,30,40.6,1,NA,Premium,0
0.501,2,3.78,0,13,70.2,0,NA,Standard,0
0.51,4,4.66,0,16,44.9,0,EU,AdTier,0
0.437,1,2.41,1,1,59.9,0,EU,Standard,0
0.515,2,0.99,1,21,74.0,1,APAC,Basic,0
0.538,0,2.63,1,23,59.1,0,APAC,Basic,0
0.631,1,4.11,0,4,39.8,0,NA,Premium,1
0.525,2,2.86,0,11,56.5,0,APAC,Premium,0
0.4,2,3.78,0,2,11.6,0,APAC,Standard,0
0.514,0,1.93,0,10,54.8,2,APAC,Standard,0
0.684,1,3.85,1,46,60.0,0,EU,Premium,1
0.572,1,2.99,0,22,48.0,0,LATAM,Premium,0
0.471,1,1.59,0,9,68.2,0,APAC,Standard,0
0.555,2,3.28,0,95,50.6,1,NA,Standard,0
0.475,3,2.23,0,77,47.9,0,EU,Basic,0
0.439,2,4.23,1,3,81.6,0,EU,Premium,0
0.499,5,4.75,0,18,25.8,1,NA,Standard,0
0.525,3,4.0,0,49,72.8,1,NA,AdTier,0
0.408,1,0.0,1,29,71.3,0,EU,Standard,0
0.451,2,1.07,0,29,61.9,0,EU,Standard,0
0.521,0,1.73,0,18,36.9,0,EU,Standard,0
0.496,4,1.41,0,37,51.9,0,APAC,Standard,0
0.544,5,1.91,0,1,28.9,0,APAC,Standard,0
0.447,0,4.85,0,4,33.8,0,NA,Premium,0
0.563,3,4.4,0,3,47.6,0,NA,Standard,1
0.449,6,2.15,0,26,27.3,0,EU,Basic,1
0.619,3,4.18,1,17,40.3,0,NA,Basic,1
0.417,2,3.66,1,24,23.0,0,LATAM,Standard,1
0.454,2,2.93,0,3,58.1,0,EU,Standard,0
0.545,4,5.3,0,1,77.7,1,NA,AdTier,0
0.62,1,1.68,0,9,88.9,1,NA,Basic,0
0.539,1,3.11,0,45,24.3,1,APAC,Standard,0
0.554,2,0.9,0,36,27.8,1,NA,Premium,0
0.521,3,0.99,0,42,44.0,2,NA,Premium,1
0.458,1,0.28,0,4,61.4,0,NA,Basic,1
0.491,5,1.03,0,52,43.2,0,EU,Standard,0
0.447,2,3.17,0,22,66.6,0,EU,Standard,0
0.443,2,2.4,1,27,57.9,0,NA,AdTier,0
0.544,3,2.46,0,97,11.9,0,EU,AdTier,0
0.453,0,2.4,1,52,48.4,0,EU,AdTier,0
0.539,3,6.55,0,7,22.5,0,APAC,Basic,1
0.442,1,0.73,0,33,36.0,0,NA,Premium,0
0.538,2,0.51,1,14,39.0,0,NA,Standard,0
0.491,4,1.31,0,5,62.1,0,APAC,Premium,0
0.604,2,2.86,1,40,46.7,0,EU,Standard,0
0.539,1,4.03,0,3,37.9,0,LATAM,Basic,0
0.594,1,4.24,0,37,89.2,2,EU,Basic,0
0.475,3,4.89,0,95,29.4,0,NA,Standard,0
0.523,1,2.78,0,1,53.0,0,EU,AdTier,1
0.461,2,2.21,1,7,60.6,0,NA,Basic,0
0.495,1,6.27,0,31,50.6,0,APAC,Standard,0
0.504,1,0.0,0,16,29.3,1,NA,Basic,0
0.476,3,3.13,0,1,28.2,2,APAC,Basic,0
0.447,0,3.86,0,17,59.6,0,APAC,Premium,0
0.435,4,6.75,0,38,68.1,0,EU,Standard,0
0.4,2,0.0,0,10,46.2,1,EU,Premium,0
0.457,3,2.16,1,61,20.9,0,LATAM,Standard,0
0.558,4,0.28,1,1,47.4,3,APAC,Basic,0
0.424,2,0.0,0,20,77.5,1,LATAM,Premium,1
0.438,2,2.59,1,1,27.1,0,APAC,Premium,0
0.627,4,4.67,1,11,40.9,0,NA,AdTier,0
0.482,2,5.41,0,9,48.4,0,NA,Premium,1
0.539,1,1.94,1,2,69.0,0,NA,Basic,0
0.559,1,4.33,0,37,36.6,1,LATAM,Premium,0
0.56,2,2.6,0,33,56.9,1,LATAM,Standard,1
0.429,3,4.11,1,4,75.0,1,NA,Basic,0
0.506,3,5.31,0,8,17.6,0,NA,Premium,0
0.423,2,2.61,1,8,21.0,3,EU,Premium,0
0.667,0,5.15,1,22,45.3,1,EU,AdTier,0
0.424,3,0.57,1,1,66.8,1,EU,Standard,0
0.457,2,4.31,0,10,53.9,0,LATAM,Premium,0
0.458,2,5.07,0,6,68.6,1,EU,Premium,0
0.43,3,4.86,0,20,13.2,1,EU,Standard,0
0.601,3,0.63,0,5,54.1,2,EU,Basic,1
0.665,1,2.59,1,4,0.0,0,EU,Standard,0
0.491,4,3.6,0,2,73.8,1,EU,Basic,0
0.441,0,3.89,0,5,71.0,0,APAC,Standard,1
0.4,0,3.23,1,19,40.6,0,LATAM,AdTier,0
0.505,0,5.86,0,24,1.0,0,LATAM,Standard,1
0.501,2,0.41,1,57,43.0,0,EU,Premium,0
0.481,2,2.52,0,1,69.5,0,NA,Basic,0
0.533,0,0.0,0,14,55.5,0,APAC,Standard,0
0.544,3,4.24,0,1,84.2,1,EU,Premium,1
0.539,2,4.11,0,62,41.3,0,NA,AdTier,0
0.501,2,9.7,1,10,87.8,2,EU,Basic,0
0.454,3,5.05,0,30,6.8,0,EU,Premium,1
0.56,3,3.66,0,17,32.0,0,APAC,AdTier,1
0.521,3,3.51,1,26,21.3,2,NA,Basic,0
0.573,6,2.37,0,1,61.9,0,EU,Basic,1
0.567,3,3.26,0,15,23.0,2,APAC,Standard,0
0.435,2,3.55,0,5,67.3,2,NA,Standard,0
0.434,3,0.0,1,14,60.9,0,EU,Basic,0
0.475,4,3.39,1,15,50.8,0,EU,Standard,0
0.457,2,3.2,0,8,44.9,1,NA,Standard,1
0.565,0,6.51,0,23,26.1,2,NA,Premium,1
0.541,2,2.74,1,34,59.2,0,NA,Standard,1
0.586,0,1.47,1,2,37.0,0,EU,Standard,0
0.544,3,3.54,0,1,62.4,0,EU,AdTier,0
0.533,0,3.15,1,38,77.0,0,LATAM,Standard,0
0.592,0,2.74,0,14,40.9,1,NA,Standard,1
0.548,2,0.44,0,13,73.4,0,NA,Basic,0
0.524,2,2.69,1,64,50.8,1,EU,Standard,0
0.609,3,1.84,1,6,59.0,2,NA,Premium,0
0.527,2,2.57,0,12,20.6,1,NA,Premium,0
0.502,6,4.46,1,21,33.3,0,EU,Premium,0
0.47,5,1.65,0,5,33.1,0,EU,Premium,0
0.562,0,2.56,1,12,74.0,0,NA,Standard,0
0.594,2,4.08,0,25,40.0,2,APAC,Standard,1
0.517,6,2.46,1,13,59.6,0,NA,Premium,0
0.598,5,8.22,0,21,45.5,0,NA,Standard,1
0.402,0,3.5,0,31,39.9,0,NA,Basic,0
0.517,3,0.52,1,2,17.6,0,LATAM,AdTier,0
0.518,2,1.32,0,48,8.9,1,NA,Standard,0
0.476,1,1.12,0,30,40.3,0,NA,Basic,0
0.663,3,1.35,1,2,41.4,1,NA,Basic,0
0.516,1,4.07,0,13,29.5,2,EU,Standard,1
0.496,5,0.79,1,3,49.9,4,NA,Standard,1
0.522,0,2.34,0,37,86.3,0,NA,Standard,0
0.4,0,5.29,0,18,76.9,1,EU,Standard,0
0.474,3,1.96,0,3,46.7,1,APAC,AdTier,0
0.579,0,4.34,0,6,47.4,0,EU,Standard,0
0.482,4,0.0,0,31,59.0,1,EU,Standard,0
0.47,3,2.26,0,3,51.1,0,LATAM,Premium,0
0.599,3,1.23,0,23,59.1,1,NA,Basic,1
0.6,2,3.6,0,2,51.7,2,EU,Standard,1
0.551,3,0.93,1,18,48.1,1,NA,Premium,0
0.493,0,7.14,0,13,33.2,1,EU,Standard,0
0.506,4,0.0,0,21,53.2,0,EU,Basic,0
0.472,3,5.27,0,6,0.7,1,APAC,Standard,1
0.46,0,4.76,1,6,51.2,1,EU,Standard,0
0.457,0,3.62,0,1,4.6,2,NA,AdTier,0
0.483,4,3.11,1,17,51.3,0,LATAM,Basic,0
0.458,1,6.71,0,14,26.4,1,NA,Basic,0
0.426,0,7.94,1,11,71.5,2,NA,Standard,0
0.533,1,2.59,0,28,47.7,0,LATAM,Standard,0
0.534,4,3.32,0,9,46.0,2,EU,AdTier,1
0.622,4,1.9,0,9,54.1,1,APAC,Basic,1
0.48,2,0.66,1,19,28.7,0,NA,Standard,0
0.538,3,3.93,0,10,68.4,0,NA,Premium,0
0.539,3,3.5,1,43,59.8,1,EU,Basic,0
0.505,3,0.0,0,6,34.9,1,NA,AdTier,0
0.565,3,3.91,0,6,24.8,1,APAC,Premium,1
0.567,2,3.57,1,6,37.5,0,NA,Standard,0
0.54,3,1.8,0,19,42.8,0,NA,Standard,0
0.505,2,1.67,1,29,23.3,1,EU,Basic,0
0.499,1,3.85,1,10,35.9,1,NA,Standard,0
0.438,2,6.22,0,42,33.2,1,NA,Standard,0
0.472,1,3.8,0,1,41.0,0,NA,Standard,0
0.483,1,4.56,0,31,41.1,2,NA,Premium,0
0.453,1,1.34,1,59,54.8,0,EU,Premium,0
0.546,5,2.17,0,15,45.6,2,EU,Standard,0
0.592,1,4.22,1,17,53.0,1,EU,Basic,0
0.466,0,0.28,0,42,50.0,0,EU,Basic,0
0.537,1,3.41,1,2,41.1,0,NA,AdTier,1
0.458,3,3.99,1,11,58.7,1,NA,Basic,0
0.502,1,2.92,0,1,0.0,1,LATAM,Premium,1
0.479,2,3.64,1,25,37.8,0,NA,Basic,0
0.556,3,3.12,1,9,33.6,0,APAC,Premium,1
0.479,0,1.76,0,6,47.4,0,NA,Standard,1
0.581,1,0.64,0,58,32.3,0,EU,Standard,0
0.505,2,2.82,0,4,56.0,1,EU,Basic,0
0.481,3,5.61,0,17,59.5,2,EU,AdTier,1
0.445,2,5.05,0,9,17.3,1,NA,Standard,0
0.535,4,2.31,0,29,49.5,0,APAC,Basic,0
0.574,2,2.27,0,2,19.4,2,APAC,Basic,1
0.536,0,2.12,0,37,54.6,0,EU,Premium,0
0.654,2,2.12,0,29,35.7,1,LATAM,Standard,1
0.606,5,3.58,0,16,28.9,1,NA,Standard,1
0.502,3,5.11,0,1,10.8,1,APAC,Basic,0
0.501,8,7.53,0,26,43.2,3,LATAM,Standard,1
0.548,0,1.34,0,23,21.8,0,LATAM,Premium,1
0.47,0,4.3,1,6,15.3,0,NA,Basic,0
0.59,3,4.08,0,20,48.7,1,APAC,Standard,1
0.542,2,2.34,1,12,64.4,0,NA,AdTier,0
0.535,1,0.95,1,34,52.9,0,EU,Premium,0
0.561,2,3.55,0,29,16.4,1,EU,AdTier,1
0.623,2,7.24,1,1,42.3,0,EU,Basic,0
0.53,1,3.54,0,17,58.6,1,NA,AdTier,1
0.513,1,1.43,1,1,42.3,2,NA,Premium,0
0.611,0,2.69,0,21,51.5,0,NA,Basic,0
0.578,0,0.72,1,5,36.3,0,NA,Standard,0
0.501,1,3.04,0,57,37.3,2,NA,Standard,0
0.52,2,4.37,1,33,31.8,0,EU,AdTier,0
0.532,0,1.61,0,38,57.2,0,EU,Premium,0
0.542,0,0.0,1,15,58.5,0,EU,Premium,0
0.439,3,3.55,1,21,33.9,2,APAC,AdTier,1
0.427,0,2.0,1,6,60.1,0,NA,Standard,0
0.467,1,1.5,0,9,16.5,0,APAC,Basic,1
0.462,1,1.48,0,6,41.6,0,NA,Standard,0
0.481,3,3.8,1,36,17.9,1,NA,AdTier,0
0.558,1,2.18,0,5,22.4,1,NA,Premium,1
0.51,2,4.86,0,5,17.7,1,APAC,Basic,0
0.532,3,4.9,1,14,31.9,1,EU,AdTier,0
0.447,1,2.46,1,5,57.4,1,NA,Standard,0
0.492,1,1.96,0,47,43.4,0,LATAM,Standard,0
0.555,3,3.26,0,3,33.3,0,EU,Standard,1
0.556,3,2.71,1,3,41.5,1,EU,Standard,0
0.477,0,0.0,0,12,3.9,0,NA,AdTier,0
0.53,1,6.83,1,10,56.4,0,NA,Standard,0
0.652,2,4.43,1,1,0.0,1,NA,Premium,0
0.519,4,2.07,0,11,30.9,0,NA,Basic,0
0.478,1,0.0,1,19,43.4,0,APAC,Standard,0
0.51,1,2.64,1,43,53.9,0,NA,AdTier,0
0.526,2,1.82,0,53,49.8,2,NA,Premium,0
0.511,2,2.88,0,7,44.0,0,NA,AdTier,0
0.518,4,0.0,1,17,74.1,1,EU,Basic,0
0.433,2,2.06,0,1,85.3,1,NA,Standard,0
0.462,1,2.18,1,9,45.1,0,NA,Standard,0
0.511,0,2.62,0,8,43.0,0,NA,Basic,0
0.51,2,2.53,0,6,41.8,0,APAC,Standard,1
0.486,1,3.1,1,12,32.8,1,APAC,Standard,0
0.509,2,6.04,0,49,52.5,2,EU,Basic,0
0.524,1,1.97,0,12,70.4,0,APAC,Basic,1
0.573,2,1.18,0,31,0.0,1,APAC,Standard,0
0.514,3,0.0,1,12,41.6,0,NA,Basic,0
0.544,0,1.98,1,4,74.8,0,APAC,Standard,0
0.488,3,0.2,0,87,52.9,1,NA,AdTier,0
0.554,3,4.92,1,6,53.3,0,LATAM,Standard,0
0.543,2,2.81,1,4,13.0,3,EU,Standard,0
0.572,1,4.88,0,1,59.0,1,APAC,Standard,1
0.563,1,5.93,0,36,65.2,0,EU,Basic,0
0.555,3,1.27,1,1,49.0,2,EU,Premium,0
0.514,1,2.31,0,52,31.9,0,APAC,Premium,0
0.535,1,5.66,0,5,53.9,0,NA,Standard,0
0.584,1,3.38,0,7,24.2,0,EU,Basic,0
0.481,0,4.04,0,3,21.6,1,NA,Premium,0
0.482,1,5.07,0,12,61.0,0,APAC,Standard,0
0.531,2,4.79,0,2,66.9,3,NA,Standard,0
0.545,4,3.82,0,15,30.1,1,EU,Standard,0
0.471,3,5.79,1,17,21.7,0,APAC,Standard,1
0.516,1,2.86,0,4,27.4,0,EU,AdTier,0
0.514,3,4.04,0,3,49.0,1,EU,Standard,1
0.4,2,2.65,0,8,21.7,3,EU,Standard,0
0.507,3,5.04,0,9,70.7,0,EU,Standard,0
0.511,1,1.6,1,34,35.7,0,NA,Standard,0
0.51,2,0.0,0,25,52.3,0,APAC,AdTier,0
